Interaction;Value;Percentage_Contribution
bearish_imnbScore_score <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bearish_imnbScore_score <-> poc_diff_11P_21P;0.0000;0.0000
bearish_imnbScore_score <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bearish_imnbScore_score <-> market_regimeADX;0.0000;0.0000
bearish_imnbScore_score <-> ratioDeltaAbv;0.0000;0.0000
bearish_imnbScore_score <-> asymetrie_volume;0.0000;0.0000
bearish_imnbScore_score <-> VolBlw_vol_ratio;0.0000;0.0000
bearish_imnbScore_score <-> VolAbv_vol_ratio;0.0000;0.0000
bearish_imnbScore_score <-> pocDeltaPocVolRatio;0.0000;0.0000
bearish_imnbScore_score <-> cumDiffVolDeltaRatio;0.0000;0.0000
bearish_imnbScore_score <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_imnbScore_score <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_imnbScore_score <-> ratioDeltaBlw;0.0000;0.0000
bearish_imnbScore_score <-> range_strength_10_32;0.0000;0.0000
bearish_imnbScore_score <-> bullish_ask_bid_ratio;0.0000;0.0000
bearish_imnbScore_score <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_imnbScore_score <-> bullish_reversal_force;0.0000;0.0000
bearish_imnbScore_score <-> bearish_reversal_force;0.0000;0.0000
bearish_imnbScore_score <-> is_in_range_5_23;0.0000;0.0000
bearish_imnbScore_score <-> is_in_range_10_32;0.0000;0.0000
bearish_imnbScore_score <-> range_strength_5_23;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA16PPoc;0.0000;0.0000
bearish_imnbScore_score <-> ratio_delta_vol_VA16P;0.0000;0.0000
bearish_imnbScore_score <-> perct_VA16P;0.0000;0.0000
bearish_imnbScore_score <-> candleSizeTicks;0.0000;0.0000
bearish_imnbScore_score <-> diffHighPrice_0_3;0.0000;0.0000
bearish_imnbScore_score <-> diffHighPrice_0_2;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClosePoc_0_5;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClosePoc_0_2;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClosePoc_0_1;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClosePoc_0_0;0.0000;0.0000
bearish_imnbScore_score <-> deltaTimestampOpeningSection30min;0.0000;0.0000
bearish_imnbScore_score <-> diffHighPrice_0_5;0.0000;0.0000
bearish_imnbScore_score <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bearish_imnbScore_score <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bearish_bid_score <-> naked_poc_dist_below;0.0000;0.0000
bearish_bid_score <-> naked_poc_dist_above;0.0000;0.0000
bearish_bid_score <-> bullish_combined_pressure;0.0000;0.0000
bearish_bid_score <-> bearish_combined_pressure;0.0000;0.0000
bearish_bid_score <-> bullish_market_context_score;0.0000;0.0000
bearish_imnbScore_score <-> diffHighPrice_0_4;0.0000;0.0000
bearish_imnbScore_score <-> diffLowPrice_0_1;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bearish_imnbScore_score <-> ratio_delta_vol_VA6P;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA11PPoc;0.0000;0.0000
bearish_imnbScore_score <-> ratio_delta_vol_VA11P;0.0000;0.0000
bearish_imnbScore_score <-> perct_VA11P;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA6PvaL;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA6PvaH;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceClose_VA6PPoc;0.0000;0.0000
bearish_imnbScore_score <-> perct_VA6P;0.0000;0.0000
bearish_imnbScore_score <-> diffLowPrice_0_2;0.0000;0.0000
bearish_imnbScore_score <-> bandWidthBB;0.0000;0.0000
bearish_imnbScore_score <-> atr;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bearish_imnbScore_score <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_imnbScore_score <-> diffLowPrice_0_5;0.0000;0.0000
bearish_imnbScore_score <-> diffLowPrice_0_4;0.0000;0.0000
bearish_imnbScore_score <-> diffLowPrice_0_3;0.0000;0.0000
bearish_bid_score <-> range_strength_10_32;0.0000;0.0000
bearish_bid_score <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bearish_ask_score <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bearish_ask_score <-> bull_imbalance_high_2;0.0000;0.0000
bearish_ask_score <-> bull_imbalance_high_1;0.0000;0.0000
bearish_ask_score <-> bull_imbalance_high_0;0.0000;0.0000
bearish_ask_score <-> bull_imbalance_low_3;0.0000;0.0000
bearish_ask_score <-> bull_imbalance_low_2;0.0000;0.0000
bearish_ask_score <-> bull_imbalance_low_1;0.0000;0.0000
bearish_ask_score <-> bullish_imnbScore_score;0.0000;0.0000
bearish_ask_score <-> bullish_bid_score;0.0000;0.0000
bearish_ask_score <-> bullish_ask_score;0.0000;0.0000
bearish_ask_score <-> bearish_imnbScore_score;0.0000;0.0000
bearish_ask_score <-> bearish_asc_dynamics;0.0000;0.0000
bearish_ask_score <-> bearish_imbalance_evolution;0.0000;0.0000
bearish_ask_score <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_ask_score <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_ask_score <-> bullish_dsc_dynamics;0.0000;0.0000
bearish_ask_score <-> bullish_asc_dynamics;0.0000;0.0000
bearish_ask_score <-> bullish_asc_dsc_ratio;0.0000;0.0000
bearish_ask_score <-> bearish_dsc_dynamics;0.0000;0.0000
bearish_ask_score <-> bearish_asc_dsc_ratio;0.0000;0.0000
bearish_ask_score <-> bearish_bid_ratio;0.0000;0.0000
bearish_bid_score <-> poc_diff_11P_21P;0.0000;0.0000
bearish_ask_score <-> bearish_ask_ratio;0.0000;0.0000
bearish_ask_score <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bearish_ask_score <-> poc_diff_11P_21P;0.0000;0.0000
bearish_ask_score <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_ask_score <-> poc_diff_6P_21P;0.0000;0.0000
bearish_ask_score <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bearish_ask_score <-> poc_diff_6P_16P;0.0000;0.0000
bearish_ask_score <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bearish_ask_score <-> poc_diff_6P_11P;0.0000;0.0000
bearish_ask_score <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bearish_ask_score <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bearish_ask_score <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bearish_ask_score <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bearish_ask_score <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bearish_ask_score <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bearish_ask_score <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bearish_ask_score <-> ratio_delta_vol_VA21P;0.0000;0.0000
bearish_ask_score <-> perct_VA21P;0.0000;0.0000
bearish_ask_score <-> market_regimeADX;0.0000;0.0000
bearish_ask_score <-> range_strength_10_32;0.0000;0.0000
bearish_ask_score <-> range_strength_5_23;0.0000;0.0000
bearish_ask_score <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_ask_score <-> VolCandleMeanxRatio;0.0000;0.0000
bearish_ask_score <-> asymetrie_volume;0.0000;0.0000
bearish_ask_score <-> VolBlw_vol_ratio;0.0000;0.0000
bearish_ask_score <-> VolAbv_vol_ratio;0.0000;0.0000
bearish_ask_score <-> pocDeltaPocVolRatio;0.0000;0.0000
bearish_ask_score <-> VolPocVolCandleRatio;0.0000;0.0000
bearish_ask_score <-> cumDiffVolDeltaRatio;0.0000;0.0000
bearish_ask_score <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_ask_score <-> is_in_range_10_32;0.0000;0.0000
bearish_ask_score <-> ratioDeltaAbv;0.0000;0.0000
bearish_ask_score <-> ratioDeltaBlw;0.0000;0.0000
bearish_ask_score <-> bullish_ask_bid_ratio;0.0000;0.0000
bearish_ask_score <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_ask_score <-> bullish_reversal_force;0.0000;0.0000
bearish_ask_score <-> bearish_reversal_force;0.0000;0.0000
bearish_ask_score <-> is_in_range_5_23;0.0000;0.0000
bearish_ask_score <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_score <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_score <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_ask_score <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA11PPoc;0.0000;0.0000
bearish_bid_score <-> ratio_delta_vol_VA11P;0.0000;0.0000
bearish_bid_score <-> perct_VA11P;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA6PvaL;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA6PvaH;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA6PPoc;0.0000;0.0000
bearish_bid_score <-> ratio_delta_vol_VA6P;0.0000;0.0000
bearish_bid_score <-> perct_VA6P;0.0000;0.0000
bearish_bid_score <-> perctBB;0.0000;0.0000
bearish_bid_score <-> bandWidthBB;0.0000;0.0000
bearish_bid_score <-> atr;0.0000;0.0000
bearish_bid_score <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bearish_bid_score <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_bid_score <-> diffLowPrice_0_5;0.0000;0.0000
bearish_bid_score <-> diffLowPrice_0_4;0.0000;0.0000
bearish_bid_score <-> perct_VA16P;0.0000;0.0000
bearish_bid_score <-> ratio_delta_vol_VA16P;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA16PPoc;0.0000;0.0000
bearish_bid_score <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bearish_bid_score <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_bid_score <-> poc_diff_6P_21P;0.0000;0.0000
bearish_bid_score <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bearish_bid_score <-> poc_diff_6P_16P;0.0000;0.0000
bearish_bid_score <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bearish_bid_score <-> poc_diff_6P_11P;0.0000;0.0000
bearish_bid_score <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bearish_bid_score <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bearish_bid_score <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bearish_bid_score <-> ratio_delta_vol_VA21P;0.0000;0.0000
bearish_bid_score <-> perct_VA21P;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bearish_bid_score <-> diffLowPrice_0_3;0.0000;0.0000
bearish_bid_score <-> diffLowPrice_0_2;0.0000;0.0000
bearish_bid_score <-> diffLowPrice_0_1;0.0000;0.0000
bearish_ask_score <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_ask_score <-> bullish_absorption_score;0.0000;0.0000
bearish_ask_score <-> price_volume_dynamic;0.0000;0.0000
bearish_ask_score <-> vol_volatility_score;0.0000;0.0000
bearish_ask_score <-> count_abv_tot_ratio;0.0000;0.0000
bearish_ask_score <-> count_blw_tot_ratio;0.0000;0.0000
bearish_ask_score <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bearish_ask_score <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_ask_score <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
bearish_ask_score <-> bullish_market_context_score;0.0000;0.0000
bearish_ask_score <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_ask_score <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bearish_ask_score <-> bullish_absorption_ratio;0.0000;0.0000
bearish_ask_score <-> bearish_absorption_ratio;0.0000;0.0000
bearish_ask_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_score <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_score <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_ask_score <-> bearish_market_context_score;0.0000;0.0000
bearish_ask_score <-> bearish_combined_pressure;0.0000;0.0000
bearish_bid_score <-> diffHighPrice_0_5;0.0000;0.0000
bearish_bid_score <-> diffPriceClosePoc_0_2;0.0000;0.0000
bearish_bid_score <-> diffHighPrice_0_4;0.0000;0.0000
bearish_bid_score <-> diffHighPrice_0_3;0.0000;0.0000
bearish_bid_score <-> diffHighPrice_0_2;0.0000;0.0000
bearish_bid_score <-> diffHighPrice_0_1;0.0000;0.0000
bearish_bid_score <-> diffPriceClosePoc_0_5;0.0000;0.0000
bearish_bid_score <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_bid_score <-> diffPriceClosePoc_0_3;0.0000;0.0000
bearish_bid_score <-> diffPriceClosePoc_0_1;0.0000;0.0000
bearish_ask_score <-> bullish_combined_pressure;0.0000;0.0000
bearish_bid_score <-> diffPriceClosePoc_0_0;0.0000;0.0000
bearish_bid_score <-> candleSizeTicks;0.0000;0.0000
bearish_bid_score <-> deltaTimestampOpeningSection30min;0.0000;0.0000
bearish_bid_score <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bearish_bid_score <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bearish_ask_score <-> naked_poc_dist_below;0.0000;0.0000
bearish_ask_score <-> naked_poc_dist_above;0.0000;0.0000
bullish_ask_ratio <-> deltaTimestampOpeningSection30min;0.0000;0.0000
bullish_ask_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bull_imbalance_high_2 <-> vol_volatility_score;0.0000;0.0000
asymetrie_volume <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
asymetrie_volume <-> bearish_combined_pressure;0.0000;0.0000
asymetrie_volume <-> bullish_market_context_score;0.0000;0.0000
asymetrie_volume <-> bearish_market_context_score;0.0000;0.0000
asymetrie_volume <-> bullish_absorption_score;0.0000;0.0000
asymetrie_volume <-> bearish_absorption_score;0.0000;0.0000
asymetrie_volume <-> price_volume_dynamic;0.0000;0.0000
asymetrie_volume <-> vol_volatility_score;0.0000;0.0000
asymetrie_volume <-> count_abv_tot_ratio;0.0000;0.0000
asymetrie_volume <-> count_blw_tot_ratio;0.0000;0.0000
asymetrie_volume <-> count_AbvBlw_asym_ratio;0.0000;0.0000
asymetrie_volume <-> bullish_repeatAskBid_ratio;0.0000;0.0000
asymetrie_volume <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
asymetrie_volume <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
asymetrie_volume <-> bearish_repeatAskBid_ratio;0.0000;0.0000
asymetrie_volume <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
asymetrie_volume <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
asymetrie_volume <-> bullish_absorption_ratio;0.0000;0.0000
asymetrie_volume <-> bullish_combined_pressure;0.0000;0.0000
asymetrie_volume <-> naked_poc_dist_above;0.0000;0.0000
asymetrie_volume <-> naked_poc_dist_below;0.0000;0.0000
VolCandleMeanxRatio <-> diffHighPrice_0_1;0.0000;0.0000
VolCandleMeanxRatio <-> diffLowPrice_0_3;0.0000;0.0000
VolCandleMeanxRatio <-> diffLowPrice_0_2;0.0000;0.0000
VolCandleMeanxRatio <-> diffLowPrice_0_1;0.0000;0.0000
VolCandleMeanxRatio <-> diffHighPrice_0_5;0.0000;0.0000
VolCandleMeanxRatio <-> diffHighPrice_0_4;0.0000;0.0000
VolCandleMeanxRatio <-> diffHighPrice_0_3;0.0000;0.0000
VolCandleMeanxRatio <-> diffHighPrice_0_2;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClosePoc_0_5;0.0000;0.0000
VolCandleMeanxRatio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClosePoc_0_4;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClosePoc_0_3;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClosePoc_0_2;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClosePoc_0_1;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClosePoc_0_0;0.0000;0.0000
VolCandleMeanxRatio <-> candleSizeTicks;0.0000;0.0000
VolCandleMeanxRatio <-> deltaTimestampOpeningSection30min;0.0000;0.0000
asymetrie_volume <-> bearish_absorption_ratio;0.0000;0.0000
asymetrie_volume <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
asymetrie_volume <-> bullish_imbalance_evolution;0.0000;0.0000
asymetrie_volume <-> bull_imbalance_high_2;0.0000;0.0000
asymetrie_volume <-> bull_imbalance_high_1;0.0000;0.0000
asymetrie_volume <-> bull_imbalance_high_0;0.0000;0.0000
asymetrie_volume <-> bull_imbalance_low_3;0.0000;0.0000
asymetrie_volume <-> bull_imbalance_low_2;0.0000;0.0000
asymetrie_volume <-> bull_imbalance_low_1;0.0000;0.0000
asymetrie_volume <-> bullish_imnbScore_score;0.0000;0.0000
asymetrie_volume <-> bullish_bid_score;0.0000;0.0000
asymetrie_volume <-> bullish_dsc_dynamics;0.0000;0.0000
asymetrie_volume <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
asymetrie_volume <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
asymetrie_volume <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
asymetrie_volume <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
asymetrie_volume <-> bearish_imbalance_evolution;0.0000;0.0000
asymetrie_volume <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
asymetrie_volume <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
asymetrie_volume <-> bullish_asc_dynamics;0.0000;0.0000
asymetrie_volume <-> bullish_asc_dsc_ratio;0.0000;0.0000
asymetrie_volume <-> bearish_dsc_dynamics;0.0000;0.0000
asymetrie_volume <-> bearish_asc_dynamics;0.0000;0.0000
asymetrie_volume <-> bearish_asc_dsc_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> diffLowPrice_0_4;0.0000;0.0000
VolCandleMeanxRatio <-> diffLowPrice_0_5;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
VolCandleMeanxRatio <-> atr;0.0000;0.0000
VolCandleMeanxRatio <-> bearish_bid_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> bearish_ask_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> asymetrie_volume;0.0000;0.0000
VolCandleMeanxRatio <-> VolBlw_vol_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> VolAbv_vol_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> pocDeltaPocVolRatio;0.0000;0.0000
VolCandleMeanxRatio <-> VolPocVolCandleRatio;0.0000;0.0000
VolCandleMeanxRatio <-> cumDiffVolDeltaRatio;0.0000;0.0000
VolCandleMeanxRatio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
VolCandleMeanxRatio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
VolCandleMeanxRatio <-> ratioDeltaAbv;0.0000;0.0000
VolCandleMeanxRatio <-> ratioDeltaBlw;0.0000;0.0000
VolCandleMeanxRatio <-> bullish_ask_bid_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> bearish_ask_bid_ratio;0.0000;0.0000
VolCandleMeanxRatio <-> bearish_imnbScore_score;0.0000;0.0000
VolCandleMeanxRatio <-> bull_imbalance_high_2;0.0000;0.0000
VolCandleMeanxRatio <-> bullish_ask_score;0.0000;0.0000
VolCandleMeanxRatio <-> bull_imbalance_high_1;0.0000;0.0000
VolCandleMeanxRatio <-> bull_imbalance_high_0;0.0000;0.0000
VolCandleMeanxRatio <-> bull_imbalance_low_3;0.0000;0.0000
VolCandleMeanxRatio <-> bull_imbalance_low_2;0.0000;0.0000
VolCandleMeanxRatio <-> bull_imbalance_low_1;0.0000;0.0000
VolCandleMeanxRatio <-> bullish_imnbScore_score;0.0000;0.0000
VolCandleMeanxRatio <-> bullish_bid_score;0.0000;0.0000
VolCandleMeanxRatio <-> bullish_reversal_force;0.0000;0.0000
VolCandleMeanxRatio <-> bearish_reversal_force;0.0000;0.0000
VolCandleMeanxRatio <-> is_in_range_5_23;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA11PPoc;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA16PvaL;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA16PvaH;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA16PPoc;0.0000;0.0000
VolCandleMeanxRatio <-> ratio_delta_vol_VA16P;0.0000;0.0000
VolCandleMeanxRatio <-> perct_VA16P;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA11PvaL;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
VolCandleMeanxRatio <-> ratio_delta_vol_VA11P;0.0000;0.0000
VolCandleMeanxRatio <-> ratio_delta_vol_VA21P;0.0000;0.0000
VolCandleMeanxRatio <-> perct_VA11P;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA6PvaH;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA6PPoc;0.0000;0.0000
VolCandleMeanxRatio <-> ratio_delta_vol_VA6P;0.0000;0.0000
VolCandleMeanxRatio <-> perct_VA6P;0.0000;0.0000
VolCandleMeanxRatio <-> perctBB;0.0000;0.0000
VolCandleMeanxRatio <-> bandWidthBB;0.0000;0.0000
VolCandleMeanxRatio <-> perct_VA21P;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA21PPoc;0.0000;0.0000
VolCandleMeanxRatio <-> is_in_range_10_32;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_ratio_6P_16P;0.0000;0.0000
VolCandleMeanxRatio <-> range_strength_5_23;0.0000;0.0000
VolCandleMeanxRatio <-> range_strength_10_32;0.0000;0.0000
VolCandleMeanxRatio <-> market_regimeADX;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_ratio_11P_21P;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_11P_21P;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_ratio_6P_21P;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_6P_21P;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_6P_16P;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA21PvaH;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_ratio_6P_11P;0.0000;0.0000
VolCandleMeanxRatio <-> poc_diff_6P_11P;0.0000;0.0000
VolCandleMeanxRatio <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
VolCandleMeanxRatio <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
VolCandleMeanxRatio <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
VolCandleMeanxRatio <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
VolCandleMeanxRatio <-> diffPriceClose_VA21PvaL;0.0000;0.0000
asymetrie_volume <-> bullish_ask_score;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_absorption_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_imbalance_evolution;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_imbalance_evolution;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_dsc_dynamics;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_asc_dynamics;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_asc_dsc_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_dsc_dynamics;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_asc_dynamics;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_asc_dsc_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_absorption_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_absorption_score;0.0000;0.0000
VolBlw_vol_ratio <-> naked_poc_dist_below;0.0000;0.0000
VolBlw_vol_ratio <-> naked_poc_dist_above;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_combined_pressure;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_combined_pressure;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_market_context_score;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_market_context_score;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_absorption_score;0.0000;0.0000
VolBlw_vol_ratio <-> price_volume_dynamic;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> vol_volatility_score;0.0000;0.0000
VolBlw_vol_ratio <-> count_abv_tot_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> count_blw_tot_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> count_AbvBlw_asym_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_repeatAskBid_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
VolBlw_vol_ratio <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
VolBlw_vol_ratio <-> bullish_ask_score;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_bid_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> bearish_ask_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> asymetrie_volume;0.0000;0.0000
VolBlw_vol_ratio <-> VolAbv_vol_ratio;0.0000;0.0000
VolBlw_vol_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
VolBlw_vol_ratio <-> VolPocVolCandleRatio;0.0000;0.0000
VolBlw_vol_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
VolBlw_vol_ratio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
